item_id;vectors
21;0.13873981|-0.112075284|-0.028963618|0.031751648|0.017779525|-0.16873556|0.11973481|-0.16736396|0.17066139|0.022478748|0.079590455|-0.09185027|0.031124583|0.14600863|0.026979076|-0.058816917|-0.05480504|0.10387438|0.25908443|0.054921445|0.16144875|0.06277364|-0.08002384|0.19440912|-0.014319502|-0.0012180016|-0.05786699|-0.2481567|-0.09137357|-0.105552636|-0.013577005|0.07492042|-0.061408136|0.04754361|0.11184422|0.025652986|0.03359117|0.14341198|0.018531807|0.030565854|-0.04360327|0.007252677|0.0532479|0.0677645|0.07455551|0.090059824|-0.0351969|-0.12580493|-0.17190091|-0.0016729662|-0.00015454939|0.16319734|0.1271189|0.07446679|0.0306268|-0.12748717|-0.21826018|0.2370815|-0.028683959|-0.08785206|0.02280212|-0.05485619|0.020698117|0.03361861|0.069856904|-0.05535415|-0.056852628|-0.0930278|0.051909447|0.030056946|0.08964876|0.015781313|0.05687926|0.09045586|0.13857768|0.14177178|0.0010421929|-0.13341565|0.05182939|-0.010998229|-0.010155594|-0.02905953|0.084845744|-0.011736617|-0.18457678|-0.1019224|0.098308735|-0.1735778|0.009983185|-0.15081397|-0.13163154|0.09652153|0.010762648|-0.068467304|0.090685636|-0.009894089|0.046873175|0.14611001|-0.04808516|-0.010268009
22;-0.17219417|-0.13585451|-0.01919866|-0.10119564|-0.11447982|-0.09120595|0.007579678|0.059335716|0.039710667|0.017284384|0.038403045|0.038325243|0.13321061|-0.11262296|0.26264352|0.010923397|-0.22639652|0.046916623|0.2508867|-0.034485515|-0.040172234|0.06044971|0.115087494|0.05883719|-0.103384346|-0.14254631|-0.080739155|0.05227316|0.024362367|0.14170668|-0.0024049596|-0.07481771|0.07908327|0.0555281|-0.08425761|-0.057831336|0.04312872|-0.04916872|0.0129462695|-0.10893631|0.011716926|0.00014464534|-0.026747677|-0.11596878|0.15498999|0.096177876|-0.028382845|0.059975278|0.15162794|0.05478233|0.0053119785|-0.19442977|0.104247436|0.004450531|0.013367751|-0.01443739|-0.023217691|0.042974308|-0.023417095|0.031811368|0.11932541|0.05190954|0.038371883|-0.04514518|-0.061894864|0.15927772|0.16059531|-0.041053414|-0.016625058|0.015173579|0.25572312|0.038139664|-0.09476444|0.03519675|-0.22950254|0.018605575|0.030249622|0.02244201|-0.11426692|-0.010494074|0.25283873|0.17679524|0.08528027|-0.030193495|-0.0074644713|-0.048777677|-0.106487125|-0.08648413|0.060151394|-0.063445084|-0.017269688|-0.022386314|-0.045155782|-0.007192676|-0.0971111|-0.035201434|-0.096432455|0.078043364|0.09321509|-0.06243133
23;-0.09021904|-0.20227697|0.0030344494|0.04875345|0.17874192|-0.10518725|0.0839593|0.085518464|-0.021199523|-0.04277864|-0.066215664|-0.11782348|-0.13964662|0.0665885|0.06877796|-0.0937549|0.033138976|0.00010669624|-0.008081065|-0.15396202|0.09812236|-0.004233162|0.043138765|0.019256312|-0.17168261|-0.07951612|-0.070450865|0.0872822|0.18319197|-0.055679962|-0.067756325|0.03732133|0.08896853|0.0012254841|0.119975924|0.11428551|-0.09689353|0.0980145|-0.027321372|0.03591138|0.07239651|-0.02171864|0.062928766|-0.12133134|-0.054486677|0.08959511|0.10259942|-0.045144156|0.038627084|-0.11438101|0.1134519|-0.0026453817|-0.13640116|0.0070160683|-0.07623753|-0.02735554|0.11023408|-0.035257235|-0.22958459|-0.07298746|0.043399952|-0.07029093|0.07817063|0.076651305|-0.18450965|0.02075845|0.05459027|0.117252745|0.05198221|-0.10647922|0.016348287|0.052241907|-0.042580128|-0.008768306|-0.0073187896|-0.045390375|-0.047216374|-0.16319193|-0.026193362|0.11696726|-0.14695306|-0.023460073|0.07169125|0.037754856|0.030877052|-0.011437503|0.014264467|-0.05676592|0.08934804|0.08466697|0.110485435|-0.09071027|0.07502793|-0.13499384|-0.11539074|-0.030589798|0.2295005|0.04044509|0.073453575|0.07353362
24;0.16572447|-0.15157685|0.027548783|-0.09231005|0.08367059|-0.025631191|-0.07770739|-0.06684068|0.059998337|-0.16902414|0.10927983|0.014734115|0.077260256|0.24556047|0.055800688|-0.120867886|0.004304806|-0.057449766|-0.15574807|-0.05220996|-0.17453817|0.017932309|-0.03610379|-0.21178389|-0.18718691|0.05805725|-0.06175838|0.10094454|-0.07425218|0.008162917|-0.13944225|-0.061137054|0.123321496|0.10080636|-0.060550433|0.13071884|0.34025827|-0.010053983|0.07816824|0.13153183|0.0090376455|0.011853199|0.067119|0.1430632|-0.100440376|-0.07343233|-0.008573957|0.045252558|0.14441477|0.073956214|-0.1203781|-0.021715004|0.06545728|0.1665542|0.061890088|-0.034458194|-0.2166018|-0.054422755|0.14624587|0.2454982|-0.01829541|0.14071594|0.1085269|0.1818826|0.1194527|-0.04420201|0.25862098|0.10034569|0.15251052|-0.008179347|-0.1705699|0.36677277|-0.0360989|-0.0046849423|0.06269686|0.18619157|0.07407863|-0.080493525|0.16168667|0.34171656|0.0026293388|0.014388071|0.1918368|0.049056266|0.25421464|0.11860254|0.04337339|-0.17093298|0.056484953|-0.09201621|-0.30832893|0.17367826|0.031581994|0.11324232|0.056496132|0.09442817|0.10787305|0.009781874|-0.28449577|0.00040824647
25;0.020646563|-0.065327354|0.15944473|0.03940233|0.011466202|-0.009976597|-0.0005463759|0.023794258|-0.04057516|-0.014937619|-0.03100699|-0.06679284|-0.019795815|0.047471378|-0.049283918|-0.04242114|0.010159397|0.05016222|0.01675113|0.011192555|0.00865793|-0.044822972|0.013062323|-0.009117175|-0.08926741|0.12188974|0.026812904|-0.09294994|0.16983795|0.011288782|-0.017285723|0.05994612|0.08568168|0.04311162|0.008431339|0.024714448|0.0073914323|0.18364957|-0.08473804|0.082183525|-0.09823774|0.026120447|-0.079242505|0.09723457|0.004119425|-0.09296274|-0.16646422|0.03508503|0.03900267|-0.08670143|0.050687954|-0.12813488|0.074242145|0.101941645|-0.034169983|-0.04971628|-0.0071140565|0.10314627|-0.061547834|-0.09533442|0.09667878|0.004150769|0.024585847|-0.10795955|0.014084143|-0.015357803|0.021578627|0.03373199|0.101443976|-0.010283371|-0.040513527|-0.0745894|-0.06889851|-0.009805655|0.07455617|-0.030513635|0.08106206|-0.065861955|-0.033858478|0.021247959|0.087533295|-0.03267582|-0.11530213|-0.13242942|-0.06946794|-0.012738962|0.039998297|-0.049855027|0.17124923|7.5916694e-05|0.11643595|0.2162323|0.097881176|-0.05740064|0.07673453|-0.08272293|-0.02399351|0.14478506|-0.12597677|-0.07241209
26;0.16056569|0.038698476|0.078673676|0.060417682|-0.058847945|0.07892651|0.012592454|0.07150039|-0.11299556|-0.0422445|0.14024967|-0.108657196|0.04671332|0.07414138|-0.09844323|0.020077122|-0.026070401|-0.0073240325|-0.10898296|-0.06674278|0.031082327|0.16707009|0.012040658|-0.12476149|0.07210248|-0.072890006|0.13612252|-0.06324228|-0.0709372|0.04988338|-0.09530056|0.09823906|-0.110929936|-0.023837905|0.04669472|0.097433284|0.12090017|-0.042865396|0.0046848254|-0.04151222|-0.15935989|-0.009228339|0.10581767|-0.08123258|-0.029773513|-0.06776928|-0.17015639|0.080762975|-0.009000701|0.0653008|-0.019629365|-0.01836061|-0.10377799|0.026088465|-0.019010756|0.046366014|0.043339524|0.029742291|0.049859826|-0.006540916|0.009166932|-0.048750013|-0.03191907|-0.025588857|0.037162997|0.06828612|-0.08247027|-0.14247026|0.0043987366|-0.017971411|-0.026999341|0.00034959728|-0.06557709|-0.045259852|0.11220087|-0.052081816|-0.016840903|-0.050580166|-0.09436943|0.0051488155|-0.05731818|-0.10520578|0.031672362|0.17077038|-0.0966147|-0.008800729|0.13785534|0.011666354|-0.022072362|0.018447492|0.049698915|-0.13998096|-0.06981762|-0.059942324|-0.08958257|-0.033168614|0.13415201|0.005142646|0.014472904|-0.13074069
27;0.15051068|0.0063497005|-0.29860565|0.06687751|-0.17572558|0.04733329|0.069559135|0.058925398|-0.012223374|-0.08711885|-0.062332675|-0.23092997|0.14423056|-0.1737635|0.12054721|0.051960297|-0.009098541|-0.10520224|-0.007561355|-0.12359098|0.108726114|0.21225165|-0.06919734|-0.13282776|-0.0011305348|-0.030952407|-0.17973134|-0.05007044|0.08858918|0.14358275|0.07190753|0.100218594|-0.09398548|0.0065778033|0.004412011|-0.012866588|-0.12307215|-0.046884812|-0.03895303|-0.13038082|0.10885626|0.05581475|-0.0128117185|0.011974555|-0.15719576|-0.10407957|0.124386705|0.16117795|-0.02823969|0.028835915|0.009746906|0.40144354|-0.15821305|-0.11530268|0.046452552|-0.1883785|0.060338315|0.009381907|-0.009861331|0.07283858|-0.04688905|0.015163579|0.071807265|-0.109920956|0.1326516|0.05179427|-0.22819522|0.15400878|-0.08362589|-0.113775186|-0.0076035867|-0.040396284|-0.028650982|0.2380121|0.042403676|0.023905208|-0.14214434|0.07143298|-0.09067718|-0.1197415|0.18749465|0.1359968|-0.1783484|0.056924764|-0.035617333|-0.017036086|-0.08281621|0.15356775|0.16522431|0.03833224|0.12824914|0.2745267|-0.07297163|0.016987972|-0.03841047|-0.042245183|-0.13109438|-0.04386243|-0.12031598|-0.050151236
28;0.02538367|-0.107468195|-0.024805004|0.021927893|0.0060731256|0.06434614|0.08283257|-0.18179502|-0.023634505|0.06235426|0.05002708|-0.058008555|0.018547177|0.059696816|-0.017083438|0.0081192255|0.027081953|0.096875854|0.078108974|0.013606178|-0.07154878|0.010941669|-0.046724875|-0.014842764|0.14992647|0.0077224965|0.015295891|-0.07239862|0.006743055|0.105293624|-0.065844275|-0.0032250069|-0.051459804|-0.10325521|-0.0043630726|-0.03346928|-0.067760415|0.09989968|-0.12164787|0.12874484|0.050618455|-0.0025886067|-0.064609915|-0.0630588|0.14704287|-0.022513473|-0.01682186|-0.0036985646|0.13042417|0.039939426|0.021850778|-0.08709577|0.12414431|0.02429884|0.105476014|-0.12159134|0.011734817|0.018651066|-0.06417047|-0.13413572|0.007908175|0.107526265|-0.14600165|0.011314777|0.028521098|-0.087574005|0.1047363|-0.12476564|-0.054336887|-0.051080953|-0.117966704|-0.03058403|-0.042818334|-0.071142025|-0.09651659|-0.11663027|0.11712845|0.13026294|0.0399193|0.08555694|-0.079860665|-0.060506873|-0.037102442|0.09072199|0.118337914|-0.005834765|0.025081301|-0.011392305|0.10594214|-0.0143549405|0.0277867|0.022975441|0.002196224|-0.05237419|-0.05312184|-0.030273639|0.10585876|-0.06937377|-0.025486521|0.033875443
29;-0.01036228|0.0051719467|-0.053280935|0.27041626|-0.0018832117|-0.06261016|0.017207546|0.14422485|-0.062307373|-0.03629309|0.00027061038|0.08286648|-0.067384474|-0.011578242|0.05509173|-0.027222803|-0.089161165|0.05176577|-0.033978652|-0.031079222|-0.03932459|0.06680736|0.031739164|-0.047050893|-0.059617832|-0.026293177|0.06146331|0.060707744|-0.04299762|0.042793445|-0.039397664|-0.047146518|-0.13039598|-0.030633904|0.10394004|0.03530628|-0.13735142|0.030995216|0.06215876|0.031035108|0.072557956|-0.019188961|-0.122388296|0.018382343|-0.0072796065|-0.13283615|-0.056154136|-0.05294974|0.0068687676|0.006676361|0.09194215|-0.09171753|-0.029450906|-0.030201994|-0.10099775|0.075257264|-0.034880884|0.085137226|0.08226504|-0.0045946892|0.05715877|-0.016878381|-0.14007649|-0.0034857932|-0.009374537|-0.06152037|-0.01387687|-0.082819626|0.033539146|0.043681458|0.09112379|-0.06574439|-0.011865792|0.050156187|0.086117655|-0.03286442|0.029710837|0.036355447|0.04928054|0.00394335|0.024328804|0.042598866|-0.070278905|0.030315569|0.027477385|0.005447665|0.026700418|-0.0026756672|-0.044431455|-0.030282483|-0.0329998|-0.00028765431|0.01797473|-0.009741103|-0.09308308|0.05561485|-0.021088298|0.024292227|0.02700758|-0.036264356
30;0.024895607|0.058000818|0.073522784|-0.05445313|-0.03474109|-0.030706791|-0.052016534|0.08086676|-0.044188168|0.1311646|0.1260809|0.121333174|-0.06129035|0.016706595|-0.05334981|-0.030041166|0.074879475|-0.043333855|0.0027991608|-0.06464185|0.10491389|-0.08606048|0.059562437|0.0295057|0.027056865|-0.13722119|-0.05321308|0.13786682|-0.063582934|-0.06404385|0.054543715|0.06686539|-0.11545233|0.031550705|-0.07073191|0.06468208|-0.0046976064|-0.0450773|0.022032747|0.0017937642|0.10745195|0.081823565|-0.025210481|0.118971504|-0.069182865|0.0037243164|0.026768778|0.1052399|-0.10324209|-0.009447333|-0.0072561344|0.04315411|-0.07834659|0.000708254|-0.10686909|0.033041876|-0.08149241|0.06720033|-0.10546849|-0.06541914|0.013395701|-0.058795832|-0.050889984|0.099388175|-0.16257791|0.035601135|0.11176865|0.048955336|-0.12915641|0.072040565|0.0043460447|-0.111851946|0.07181797|0.009661825|-0.098312326|0.0022127926|-0.08969384|0.049668036|-0.01835798|0.040112562|-0.08968912|-0.02791525|-0.049191248|-0.11976602|0.031575207|0.013836986|0.026567433|0.026062664|0.045631956|0.1019886|0.04278858|-0.061628766|0.061050747|-0.029858967|0.10066614|0.005916963|-0.02942891|-0.045516282|-0.054018132|0.0316278
31;-0.2802669|-0.14248928|-0.0410636|-0.08412479|0.031099297|0.07880932|-0.032152474|-0.0738765|-0.1291833|-0.09676916|-0.06517594|-0.13484372|0.020584796|-0.028948953|0.08439769|0.15892282|0.09206394|-0.029437853|0.17341183|0.061120883|-0.09853874|0.006591896|-0.1276432|0.027897596|-0.028208567|-0.049899608|0.019709898|0.13322969|-0.062453214|-0.08261562|0.0035856657|0.045707513|-0.005896799|0.10909957|-0.15960182|-0.12734963|-0.024919156|-0.0025183386|-0.117943734|0.1226846|0.12916419|-0.18794383|-0.13308917|0.061541855|0.13621096|-0.09452681|-0.07928867|-0.07098379|-0.15469193|-0.03698787|-0.11023302|0.08826373|0.04336968|0.148701|-0.0143378945|0.09735969|-0.13841683|-0.12097662|0.07135132|0.0037910177|-0.044545025|0.07125665|0.04390141|0.087544546|-0.04339197|0.06312082|0.022959642|-0.036037933|-0.049165305|0.012520168|0.123998925|0.10409334|0.034338176|0.124954015|-0.11814551|0.0043773893|-0.051015764|0.11382294|-0.076774895|0.048310757|0.10807715|-0.07032585|-0.07085893|0.044897977|-0.039051402|-0.095359206|0.06026779|-0.03826505|0.044539653|-0.001908476|0.02927605|-0.11151314|0.027386779|0.01278168|-0.12148996|-0.039175346|0.08684773|-0.11124531|0.049701422|-0.04747277
32;0.0112783555|-0.049881935|-0.022207309|-0.20998847|0.0019939067|-0.022651898|0.068497546|0.06739275|0.0032579005|0.0016123275|-0.114505805|0.1294461|0.018082444|-0.109075695|-0.0135517875|0.042200305|0.01399348|0.12913932|0.046518486|0.12475002|-0.09660869|-0.04249319|-0.09010005|0.018106865|-0.06579721|-0.0016874925|-0.0872441|0.009401769|0.069918334|0.055536002|0.03617071|0.081493884|0.069940254|0.008656929|-0.054086722|0.08830344|-0.0073485156|-0.069204845|0.019446822|-0.016456632|0.06012499|-0.08285883|-0.02493693|0.058346685|-0.042965326|0.06264076|-0.08043295|0.07519434|-0.06917511|-0.07973164|0.05228363|0.070514046|0.068298735|-0.06945766|0.055069078|-0.055233713|-5.3171316e-05|-0.020250423|0.07523063|-0.013534846|0.0077927164|0.022216938|0.048803877|-0.09385727|0.028867418|0.0032211568|-0.014568871|-0.12941197|0.044475947|-0.06169629|-0.027282242|-0.0008819044|-0.021661814|-0.14980192|-0.05142047|0.048539337|-0.0025727106|-0.011260294|0.06603183|0.021115864|0.07143122|0.00988339|0.034671634|0.093616515|0.04780783|-0.002636278|-0.10422574|0.06189355|0.015102136|-0.051677335|-0.08701964|0.0900641|-0.026475897|0.011605338|-0.026595948|-0.059495278|0.07149419|-0.02527284|0.05526274|-0.122890234
33;0.031893276|0.078519545|0.0069228592|-0.11413149|-0.12183461|-0.034251895|0.047399104|0.0036165288|-0.00052719185|-0.13042976|-0.033114925|0.053204533|-0.021484314|0.055521715|0.055194248|-0.10054549|0.097659335|-0.00075270754|-0.13031992|0.016443564|0.022021428|0.037524804|-0.023293216|-0.014324804|0.0019322505|-0.014375237|-0.05706856|0.06433187|0.002295701|0.20569243|-0.114392415|-0.09453425|-0.05722251|0.10351174|0.062429618|-0.06905486|-0.028812697|-0.0542238|0.028824812|0.008672917|-0.071230955|-0.08101141|-0.07599422|-0.08981615|-0.09321454|-0.19902487|0.1170165|0.09029181|0.002779875|-0.030329613|0.00979565|-0.11001657|-0.015709676|0.13762094|0.034823|0.045853663|0.053632967|0.087816484|0.13142617|0.00069264544|0.006505533|0.029921168|-0.11302997|0.11453984|-0.030906316|0.12841246|-0.023874348|0.074104264|0.031819876|0.061887607|0.01921175|-0.17208908|0.026706941|-0.0027058271|0.09079461|-0.04724474|0.06230123|-0.13556013|0.02550523|-0.035400636|0.031487614|-0.029194774|-0.0037297506|-0.004631686|0.08321341|-0.053791948|-0.006260274|-0.031657796|-0.11281995|0.05670548|-0.01432432|0.054050736|-0.09934728|-0.0052706255|-0.042072367|-0.11684569|0.13364875|0.018492276|0.09279213|0.091769524
34;-0.0062525524|0.09738576|0.0491957|0.02515313|0.013595846|-0.09106228|0.08226543|0.105482444|-0.0043670656|-0.000620397|-0.04889238|0.038475428|0.08319312|-0.06588343|-0.028846502|-0.11454131|-0.038131136|-0.14370571|0.00523202|-0.0059961546|-0.045243263|-0.058518972|0.08424701|-0.03088819|0.02210723|0.12330134|0.035034347|0.0018472717|-0.05968418|0.09994675|-0.031608693|-0.045065243|0.0050216727|-0.028106388|-0.025727186|-0.001309759|-0.11839039|-0.04272026|-0.10612607|-0.027732398|-0.11957794|0.011725951|-0.0025458713|-0.0679826|0.06535486|0.0035171304|0.035806336|0.025667368|-0.0106990645|0.059685536|-0.06285267|-0.011400471|0.05389821|-0.011412619|-0.0639484|0.025896652|0.03560648|0.042067256|0.05879048|-0.051766142|-0.012464669|0.09064528|-0.03669771|0.06613484|-0.06649996|-0.11684574|0.059439242|0.030980235|-0.025519332|0.031628232|-0.015779266|-0.061173376|-0.13483064|-0.12657231|-0.028976003|-0.017286345|0.0035547307|0.06299237|0.105777994|0.10604274|-0.012982554|0.052650526|0.015764683|0.013480901|0.055854782|-0.09936549|-0.078087926|-0.044139758|0.029201234|-0.058053583|0.000585504|0.06592374|0.13334261|0.019279297|-0.014070765|-0.011922415|0.017812775|0.03310286|-0.03898923|-0.0445978
35;0.13351773|0.019412564|0.044185992|-0.16384143|0.05383771|0.1013483|-0.023367751|-0.034521464|0.046148878|-0.08995415|0.15772146|-0.07014712|0.020020623|0.031646483|0.08693693|-0.18539515|0.16168015|-0.017369024|-0.23679605|-0.07339107|0.020160496|0.11667272|0.12494087|0.0052439137|-0.11450418|0.078376904|-0.0062748906|-0.10430538|0.043560594|0.23055874|0.023549246|-0.11177432|0.16959828|0.065969564|-0.04969317|-0.1278459|0.04689693|0.011356033|-0.06003914|0.16599447|-0.103350185|-0.1618115|-0.062113475|0.0466311|0.00690778|0.08006801|-0.01432937|-0.12811895|0.012096281|0.062224213|-0.1976421|-0.034886867|0.054972593|0.01190522|0.021272035|-0.05724818|0.050771516|0.009554718|0.13642848|0.04392245|0.0041944804|-0.11048448|-0.037900236|0.042335846|0.0064790146|0.014355114|-0.0856508|-0.03645202|-0.07922413|-0.07585628|-0.051624715|0.07754134|0.045344926|-0.13364752|0.038084302|0.10133712|-0.026654486|-0.18910462|0.059042525|-0.07275657|-0.17705964|-0.026507065|-0.027239753|-0.03402286|0.046224438|0.09985853|-0.02666385|-0.014238059|0.04364844|-0.02657125|-0.09436901|-0.005081892|0.0235605|0.06608804|0.013581075|-0.064995036|-0.041682288|-0.03539808|0.049408488|-0.08406259
36;0.03588625|-0.09100658|0.04188504|-0.016175965|-0.01568503|-0.045937955|0.06516472|0.064677976|-0.012935144|-0.024370937|-0.057875536|0.037616536|-0.09972687|0.05661339|0.037699796|-0.07907018|0.08223305|-0.062299058|-0.015139635|0.0406898|-0.031975612|-0.042058945|0.04152375|0.060057383|-0.06112161|-0.018627476|0.02626404|-0.023784487|0.071644485|-0.0066898456|-0.02717702|-0.15352258|-0.015420454|-0.027915245|0.04554641|-0.022447087|-0.048624568|-0.01844555|-0.05827274|-0.0052623395|0.02759592|0.104968704|0.05981318|-0.07291583|-0.087641075|0.0514149|0.0817543|0.046379592|-0.0732853|0.026327511|0.047553893|0.03529965|0.02409025|-0.034234453|0.006180106|-0.026863812|0.052793104|-0.05582473|0.01767717|-0.023755318|-0.025569465|-0.052530877|0.0058613154|0.035833377|-0.09270792|-0.0701793|0.07034224|-0.0047360878|-0.017341476|-0.0270364|0.024808457|-0.03033796|-0.05618832|0.017980626|0.04504989|-0.0039883964|-0.082419425|0.14187127|0.10673399|0.04244012|-0.15107614|-0.055821903|0.0564983|0.03201569|-0.04604945|0.0008947385|-0.04879968|0.019488608|-0.024695566|0.012698515|0.0014714064|0.029428463|0.077908|-0.05556393|0.040542744|-0.15629916|-0.03352661|0.012886969|0.043707654|-0.01961747
37;0.08875927|-0.025925247|-0.041571364|-0.08527428|-0.039242424|-0.082476534|0.020343062|0.049850598|0.07188733|-0.05096012|-0.064927265|0.002014309|0.09020455|-0.10083366|-0.106912136|0.07541554|-0.06958509|0.016901193|0.14378263|0.085317545|-0.08156409|0.06965939|-0.040380184|-0.090194695|0.1256474|0.11519659|-0.06589467|0.014586521|0.022633009|0.018255884|0.102043|0.21437591|-0.08107893|0.17736518|0.0069388538|0.08227162|-0.0151213|-0.0025078405|0.10183796|0.026504947|-0.0015112504|-0.11719546|-0.065767795|0.084252924|0.06176508|-0.033333864|-0.12198455|0.01827335|-0.09458272|0.020036343|-0.023577875|-0.04754387|0.03503412|0.036990795|0.050762653|0.0019304772|-0.04730233|-0.03982725|0.08404261|-0.06350607|-0.061017655|-0.10728348|0.05099305|-0.15355723|0.0041010035|-0.064751014|0.079379916|-0.17201753|-0.07792204|-0.13280945|-0.11202219|-0.14254776|-0.0013352344|-0.004491829|-0.022551982|-0.105441414|0.02283822|0.04507558|0.13437566|0.06744753|0.026492322|-0.013802435|-0.062655576|0.08149449|-0.09384746|-0.1439046|-0.0048374464|-0.025783798|0.0056005693|0.07652706|0.0061347815|0.12152345|0.031148221|-0.0030716336|-0.04040133|0.114342965|-0.041593276|0.17806004|-0.03798058|0.06561969
